location,ksh,type,county,district,district_code,territory,population,number_of_households
Nagyrábé,06309,nagyközség,Hajdú-Bihar,Püspökladány,102 0,8538,2136,937
Nagyrada,16513,község,Zala,Nagykanizsa,196 0,1285,472,201
Nagyrákos,29869,község,Vas,Körmend,177 0,1611,267,132
Nagyrécse,14979,község,Zala,Nagykanizsa,196 0,2699,1077,397
Nagyréde,31486,község,Heves,Gyöngyös,106 0,3433,3154,1249
Nagyrév,06318,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,2979,655,373
Nagyrozvágy,33181,község,Borsod-Abaúj-Zemplén,Cigánd,054 0,2681,634,290
Nagysáp,27076,község,Komárom-Esztergom,Esztergom,110 0,2478,1444,509
Nagysimonyi,26143,község,Vas,Celldömölk,176 0,1567,970,425
Nagyszakácsi,25520,község,Somogy,Marcali,144 0,2137,425,278
Nagyszékely,06761,község,Tolna,Tamási,174 0,3670,417,227
Nagyszekeres,27988,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1051,550,204
Nagyszénás,08244,nagyközség,Békés,Orosháza,050 0,9556,4979,2307
Nagyszentjános,33543,község,Győr-Moson-Sopron,Győr,087 0,3034,1791,624
Nagyszokoly,13709,község,Tolna,Tamási,174 0,2799,905,420
Nagytálya,27605,község,Heves,Eger,104 0,1319,851,362
Nagytarcsa,23409,község,Pest,Gödöllő,128 0,1214,4090,1575
Nagytevel,25201,község,Veszprém,Pápa,187 0,1441,518,216
Nagytilaj,24837,község,Vas,Vasvár,182 0,1566,116,135
Nagytótfalu,28927,község,Baranya,Siklós,031 0,1116,364,129
Nagytőke,29179,község,Csongrád,Szentes,076 0,5468,410,224
Nagyút,10418,község,Heves,Füzesabony,105 0,1894,668,337
Nagyvarsány,33783,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,1254,1454,548
Nagyváty,14191,község,Baranya,Szigetvár,033 0,1267,358,129
Nagyvázsony,19196,község,Veszprém,Veszprém,191 0,7628,1751,677
Nagyvejke,16452,község,Tolna,Bonyhád,170 0,777,161,84
Nagyveleg,23588,község,Fejér,Mór,082 0,1320,656,269
Nagyvenyim,26134,község,Fejér,Dunaújváros,078 0,4365,4024,1516
Nagyvisnyó,28282,község,Heves,Bélapátfalva,103 0,4302,913,510
Nak,02796,község,Tolna,Dombóvár,171 0,2778,594,282
Napkor,08420,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,3735,3664,1338
Nárai,17367,község,Vas,Szombathely,181 0,1599,1245,461
Narda,02042,község,Vas,Szombathely,181 0,1035,468,194
Naszály,20163,község,Komárom-Esztergom,Tata,114 0,3023,2297,872
Négyes,24156,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,1733,235,223
Nekézseny,28033,község,Borsod-Abaúj-Zemplén,Ózd,062 0,1410,752,338
Nemesapáti,06169,község,Zala,Zalaegerszeg,197 0,1037,523,218
Nemesbikk,05245,község,Borsod-Abaúj-Zemplén,Tiszaújváros,068 0,2410,954,368
Nemesborzova,27119,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,221,106,44
Nemesbőd,24509,község,Vas,Szombathely,181 0,914,623,252
Nemesbük,32948,község,Zala,Keszthely,193 0,998,696,362
Nemescsó,23320,község,Vas,Kőszeg,178 0,738,279,119
Nemesdéd,07913,község,Somogy,Marcali,144 0,2660,741,314
Nemesgörzsöny,05652,község,Veszprém,Pápa,187 0,1925,701,296
Nemesgulács,02787,község,Veszprém,Tapolca,189 0,835,899,375
Nemeshany,05555,község,Veszprém,Sümeg,188 0,1049,395,158
Nemeshetés,07658,község,Zala,Zalaegerszeg,197 0,660,259,195
Nemeske,18236,község,Baranya,Szigetvár,033 0,1058,224,106
Nemeskér,29328,község,Győr-Moson-Sopron,Sopron,091 0,642,215,97
Nemeskeresztúr,03674,község,Vas,Celldömölk,176 0,1217,274,170
Nemeskisfalud,25511,község,Somogy,Marcali,144 0,282,179,44
Nemeskocs,02839,község,Vas,Celldömölk,176 0,793,295,143
Nemeskolta,24059,község,Vas,Szombathely,181 0,734,346,138
Nemesládony,26240,község,Vas,Sárvár,179 0,567,143,96
Nemesmedves,31556,község,Vas,Szentgotthárd,180 0,474,34,13
Nemesnádudvar,32540,község,Bács-Kiskun,Baja,035 0,5878,1828,729
Nemesnép,32665,község,Zala,Lenti,194 0,972,121,89
Nemespátró,19859,község,Zala,Nagykanizsa,196 0,1225,274,163
Nemesrádó,18023,község,Zala,Zalaegerszeg,197 0,1402,283,174
Nemesrempehollós,09672,község,Vas,Körmend,177 0,1205,295,150
Nemessándorháza,25609,község,Zala,Zalaegerszeg,197 0,1115,299,173
Nemesvámos,02194,község,Veszprém,Veszprém,191 0,4078,2693,920
Nemesvid,17561,község,Somogy,Marcali,144 0,1837,732,321
Nemesvita,28422,község,Veszprém,Tapolca,189 0,925,317,195
Nemesszalók,21759,község,Veszprém,Pápa,187 0,2056,888,359
Nemesszentandrás,08059,község,Zala,Zalaegerszeg,197 0,546,263,132
Németbánya,10409,község,Veszprém,Pápa,187 0,1219,94,82
Németfalu,25414,község,Zala,Zalaegerszeg,197 0,866,181,71
Németkér,15006,község,Tolna,Paks,172 0,6498,1719,747
Nemti,27580,község,Nógrád,Bátonyterenye,117 0,1106,734,432
Neszmély,33826,község,Komárom-Esztergom,Tata,114 0,2772,1269,565
Nézsa,09797,község,Nógrád,Rétság,119 0,1867,1073,480
Nick,10843,község,Vas,Sárvár,179 0,1140,481,229
Nikla,10959,község,Somogy,Marcali,144 0,2335,696,322
Nógrád,04358,község,Nógrád,Rétság,119 0,2953,1395,688
Nógrádkövesd,32300,község,Nógrád,Balassagyarmat,116 0,880,687,298
Nógrádmarcal,29832,község,Nógrád,Balassagyarmat,116 0,1994,498,203
Nógrádmegyer,12131,község,Nógrád,Szécsény,121 0,2277,1676,578
Nógrádsáp,08387,község,Nógrád,Rétság,119 0,1546,811,375
Nógrádsipek,19497,község,Nógrád,Szécsény,121 0,2012,700,303
Nógrádszakál,27340,község,Nógrád,Szécsény,121 0,1872,636,252
Nóráp,26523,község,Veszprém,Pápa,187 0,758,207,97
Noszlop,14757,község,Veszprém,Devecser,186 0,3405,939,407
Noszvaj,18810,község,Heves,Eger,104 0,1884,1891,741
Nova,03355,község,Zala,Lenti,194 0,3935,800,355
Novaj,29276,község,Heves,Eger,104 0,1852,1332,562
Novajidrány,27191,község,Borsod-Abaúj-Zemplén,Encs,056 0,1431,1419,450
Nőtincs,29425,község,Nógrád,Rétság,119 0,2047,1038,512
Nyalka,19752,község,Győr-Moson-Sopron,Pannonhalma,090 0,1286,442,198
Nyárád,29009,község,Veszprém,Pápa,187 0,1979,926,357
Nyáregyháza,23038,község,Pest,Monor,130 0,3212,3660,1470
Nyárlőrinc,23056,község,Bács-Kiskun,Kecskemét,038 0,6636,2336,1021
Nyársapát,20066,község,Pest,Nagykőrös,132 0,5404,1928,846
Nyékládháza,12885,város,Borsod-Abaúj-Zemplén,Miskolc,061 0,2467,4876,1853
Nyergesújfalu,15352,város,Komárom-Esztergom,Esztergom,110 0,3963,7402,3092
Nyésta,04419,község,Borsod-Abaúj-Zemplén,Szikszó,067 0,689,40,35
Nyim,03203,község,Somogy,Siófok,146 0,976,289,143
Nyírábrány,32294,nagyközség,Hajdú-Bihar,Nyíradony,101 0,5559,3777,1505
Nyíracsád,14003,község,Hajdú-Bihar,Nyíradony,101 0,7494,3800,1489
Nyirád,24004,község,Veszprém,Ajka,183 0,6135,1895,752
Nyíradony,06187,város,Hajdú-Bihar,Nyíradony,101 1,9654,7768,2764
Nyírbátor,14845,város,Szabolcs-Szatmár-Bereg,Nyírbátor,156 1,6672,12259,4736
Nyírbéltek,15802,nagyközség,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,6213,2949,1098
Nyírbogát,31158,nagyközség,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,5535,3105,1272
Nyírbogdány,28802,község,Szabolcs-Szatmár-Bereg,Kemecse,152 0,3502,2840,1018
Nyírcsaholy,07904,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,3433,2198,842
Nyírcsászári,25973,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,1323,1185,428
Nyírderzs,05041,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,1701,655,267
Nyíregyháza,17206,megyeszékhely,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 1,27453,118125,51702
Nyírgelse,28440,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,2762,1112,496
Nyírgyulaj,09238,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,3576,2047,776
Nyíri,26435,község,Borsod-Abaúj-Zemplén,Sátoraljaújhely,065 0,1647,362,179
Nyíribrony,14696,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,148 0,2009,1104,428
Nyírjákó,31477,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,148 0,1034,873,363
Nyírkarász,18290,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,4140,2373,849
Nyírkáta,32452,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,3863,2009,666
Nyírkércs,25928,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,148 0,1428,804,310
Nyírlövő,11095,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,791,674,251
Nyírlugos,11271,város,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,5834,2699,1211
Nyírmada,12274,város,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,3881,4890,1565
Nyírmártonfalva,32382,község,Hajdú-Bihar,Nyíradony,101 0,5745,2034,811
Nyírmeggyes,23269,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,2880,2610,1038
Nyírmihálydi,26365,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,2547,2255,651
Nyírparasznya,10807,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,1476,986,328
Nyírpazony,33145,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,1505,3338,1274
Nyírpilis,03878,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,1634,880,224
Nyírtass,28060,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,3793,2021,798
Nyírtelek,13550,város,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,6792,6555,2522
Nyírtét,09256,község,Szabolcs-Szatmár-Bereg,Kemecse,152 0,1718,1044,368
Nyírtura,12098,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,2149,1759,676
Nyírvasvári,16522,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,2841,1964,744
Nyomár,04215,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1047,308,131
Nyőgér,22318,község,Vas,Sárvár,179 0,1073,325,171
Nyugotszenterzsébet,26329,község,Baranya,Szigetvár,033 0,923,261,87
Nyúl,12955,község,Győr-Moson-Sopron,Győr,087 0,2514,4307,1619
Óbánya,12645,község,Baranya,Pécsvárad,029 0,749,120,50
Óbarok,34306,község,Fejér,Bicske,077 0,1926,754,322
Óbudavár,23913,község,Veszprém,Balatonfüred,185 0,323,54,30
Ócsa,04075,város,Pest,Gyál,129 0,8162,9256,3484
Ócsárd,03780,község,Baranya,Pécs,028 0,1266,386,140
Ófalu,19646,község,Baranya,Pécsvárad,029 0,985,316,129
Ófehértó,22284,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,148 0,4317,2551,1001
Óföldeák,07755,község,Csongrád,Makó,073 0,3509,461,182
Óhíd,27775,község,Zala,Zalaszentgrót,198 0,1247,595,243
Okány,19257,község,Békés,Sarkad,051 0,7062,2563,1178
Okorág,20686,község,Baranya,Sellye,030 0,1185,162,80
Okorvölgy,08341,község,Baranya,Szentlőrinc,032 0,311,72,37
Olasz,18555,község,Baranya,Bóly,024 0,1029,593,247
Olaszfa,19743,község,Vas,Vasvár,182 0,1653,370,256
Olaszfalu,26514,község,Veszprém,Zirc,192 0,4279,1033,399
Olaszliszka,31778,község,Borsod-Abaúj-Zemplén,Sárospatak,064 0,3948,1684,721
Olcsva,11129,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,996,695,257
Olcsvaapáti,10834,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1092,306,152
Old,21704,község,Baranya,Siklós,031 0,1407,345,144
Ólmod,22044,község,Vas,Kőszeg,178 0,366,107,55
Oltárc,25478,község,Zala,Letenye,195 0,2953,274,125
Onga,22558,város,Borsod-Abaúj-Zemplén,Miskolc,061 0,3148,4746,1583
Ónod,22628,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1774,2340,808
Ópályi,27924,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,2672,3004,914
Ópusztaszer,12797,község,Csongrád,Kistelek,072 0,5950,2208,896
Orbányosfa,20835,község,Zala,Zalaegerszeg,197 0,568,122,58
Orci,24536,község,Somogy,Kaposvár,143 0,997,559,196
Ordacsehi,16823,község,Somogy,Fonyód,142 0,2256,766,369
Ordas,16276,község,Bács-Kiskun,Kalocsa,037 0,1652,423,252
Orfalu,17093,község,Vas,Szentgotthárd,180 0,694,71,30
Orfű,11730,község,Baranya,Pécs,028 0,3215,1037,450
Orgovány,16939,község,Bács-Kiskun,Kecskemét,038 0,9916,3368,1653
Ormándlak,22497,község,Zala,Zalaegerszeg,197 0,575,111,54
Ormosbánya,34069,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,754,1630,677
Orosháza,23065,város,Békés,Orosháza,050 1,20222,28356,14049
Oroszi,16595,község,Veszprém,Devecser,186 0,474,134,86
Oroszlány,30766,város,Komárom-Esztergom,Oroszlány,113 1,7586,18068,7948
Oroszló,04482,község,Baranya,Komló,026 0,612,269,119
Orosztony,25052,község,Zala,Nagykanizsa,196 0,1845,411,219
Ortaháza,04950,község,Zala,Lenti,194 0,703,110,54
Osli,15121,község,Győr-Moson-Sopron,Kapuvár,088 0,1880,875,382
Ostffyasszonyfa,32629,község,Vas,Celldömölk,176 0,3431,776,383
Ostoros,27216,község,Heves,Eger,104 0,2352,2577,1003
Oszkó,07667,község,Vas,Vasvár,182 0,2031,637,300
Oszlár,02866,község,Borsod-Abaúj-Zemplén,Tiszaújváros,068 0,571,357,185
Osztopán,19770,község,Somogy,Kaposvár,143 0,2282,864,338
Ózd,14492,város,Borsod-Abaúj-Zemplén,Ózd,062 1,9177,33493,14496
Ózdfalu,18661,község,Baranya,Sellye,030 0,800,160,68
Ozmánbük,18953,község,Zala,Zalaegerszeg,197 0,669,198,90
Ozora,05661,község,Tolna,Tamási,174 0,5958,1605,711
Öcs,28112,község,Veszprém,Ajka,183 0,1370,187,105
Őcsény,08961,község,Tolna,Szekszárd,173 0,7258,2359,944
Öcsöd,28006,nagyközség,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,10366,3290,1639
Ököritófülpös,31769,nagyközség,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,3340,1821,665
Ölbő,12043,község,Vas,Sárvár,179 0,2353,737,305
Ömböly,26550,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,3034,452,199
Őr,09025,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,1778,1422,534
Őrbottyán,08545,város,Pest,Vác,138 0,2735,7073,2673
Öregcsertő,08679,község,Bács-Kiskun,Kalocsa,037 0,4302,760,401
Öreglak,07056,község,Somogy,Fonyód,142 0,2072,1537,554
Őrhalom,03249,község,Nógrád,Balassagyarmat,116 0,1746,967,402
Őrimagyarósd,13453,község,Vas,Körmend,177 0,1229,220,119
Őriszentpéter,10630,város,Vas,Körmend,177 0,3357,1160,523
Örkény,05281,város,Pest,Dabas,125 0,3644,4810,1780
Örményes,29382,község,Jász-Nagykun-Szolnok,Törökszentmiklós,169 0,3413,1007,461
Örménykút,27438,község,Békés,Szarvas,052 0,5456,362,215
Őrtilos,14012,község,Somogy,Csurgó,141 0,2112,460,327
Örvényes,10092,község,Veszprém,Balatonfüred,185 0,446,136,86
Ősagárd,19318,község,Nógrád,Rétság,119 0,1092,296,157
Ősi,24068,község,Veszprém,Várpalota,190 0,3586,1992,758
Öskü,25450,község,Veszprém,Várpalota,190 0,4830,2211,826
Öttevény,02635,község,Győr-Moson-Sopron,Győr,087 0,2366,3022,1077
Öttömös,31079,község,Csongrád,Mórahalom,074 0,3092,714,397
Ötvöskónyi,32115,község,Somogy,Nagyatád,145 0,2771,904,298
Pácin,15893,község,Borsod-Abaúj-Zemplén,Cigánd,054 0,3393,1395,595
Pacsa,31741,város,Zala,Zalaegerszeg,197 0,2271,1630,691
Pácsony,07162,község,Vas,Vasvár,182 0,1001,293,130
Padár,24776,község,Zala,Zalaegerszeg,197 0,1068,120,76
Páhi,18670,község,Bács-Kiskun,Kiskőrös,039 0,3896,1227,667
Páka,29160,község,Zala,Lenti,194 0,2318,1140,529
Pakod,24271,község,Zala,Zalaszentgrót,198 0,1255,869,358
Pákozd,25751,nagyközség,Fejér,Gárdony,080 0,4332,3057,1165
Paks,04862,város,Tolna,Paks,172 1,15408,19305,8369
Palé,23764,község,Baranya,Sásd,025 0,215,91,37
Pálfa,09371,község,Tolna,Paks,172 0,3475,1561,662
Pálfiszeg,14720,község,Zala,Zalaegerszeg,197 0,559,165,65
Pálháza,12362,város,Borsod-Abaúj-Zemplén,Sátoraljaújhely,065 0,675,1060,418
Páli,19637,község,Győr-Moson-Sopron,Csorna,086 0,1956,418,213
Palkonya,07153,község,Baranya,Siklós,031 0,1000,282,125
Pálmajor,34041,község,Somogy,Kaposvár,143 0,624,349,93
Pálmonostora,02705,község,Bács-Kiskun,Kiskunfélegyháza,040 0,5328,1801,1094
Pálosvörösmart,34324,község,Heves,Gyöngyös,106 0,584,642,278
Palotabozsok,10135,község,Baranya,Mohács,027 0,2019,870,402
Palotás,05883,község,Nógrád,Pásztó,118 0,1707,1588,672
Paloznak,17011,község,Veszprém,Balatonfüred,185 0,880,428,227
Pamlény,12371,község,Borsod-Abaúj-Zemplén,Szikszó,067 0,1240,41,40
Pamuk,26392,község,Somogy,Fonyód,142 0,1196,257,126
Pánd,22248,község,Pest,Monor,130 0,2220,1961,727
Pankasz,23108,község,Vas,Körmend,177 0,927,445,179
Pannonhalma,24305,város,Győr-Moson-Sopron,Pannonhalma,090 1,2958,3960,1305
Pányok,24730,község,Borsod-Abaúj-Zemplén,Gönc,057 0,846,59,78
Panyola,29559,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1219,606,287
Pap,27748,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,1714,1805,635
Pápa,31945,város,Veszprém,Pápa,187 1,9161,31190,13730
Pápadereske,19868,község,Veszprém,Pápa,187 0,575,272,106
Pápakovácsi,11855,község,Veszprém,Pápa,187 0,1392,582,192
Pápasalamon,21607,község,Veszprém,Pápa,187 0,1395,357,169
Pápateszér,31255,község,Veszprém,Pápa,187 0,3074,1168,470
Papkeszi,07348,község,Veszprém,Balatonalmádi,184 0,2239,1503,552
Pápoc,14067,község,Vas,Celldömölk,176 0,3132,272,290
Papos,32577,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,1067,829,322
Páprád,07010,község,Baranya,Sellye,030 0,1212,147,76
Parád,07436,nagyközség,Heves,Pétervására,109 0,3720,2046,1014
Parádsasvár,20215,község,Heves,Pétervására,109 0,1694,371,221
Parasznya,26745,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1676,1128,439
Pári,09618,község,Tolna,Tamási,174 0,1305,622,278
Paszab,31972,község,Szabolcs-Szatmár-Bereg,Ibrány,151 0,1296,1232,405
Pásztó,07409,város,Nógrád,Pásztó,118 1,7260,9312,4110
Pásztori,23481,község,Győr-Moson-Sopron,Csorna,086 0,851,378,117
Pat,29656,község,Zala,Nagykanizsa,196 0,832,182,129
Patak,07199,község,Nógrád,Balassagyarmat,116 0,1615,898,420
Patalom,06141,község,Somogy,Kaposvár,143 0,668,327,93
Patapoklosi,17792,község,Baranya,Szigetvár,033 0,1266,359,119
Patca,12168,község,Somogy,Kaposvár,143 0,496,60,37
Pátka,28848,község,Fejér,Székesfehérvár,085 0,4038,1662,691
Patosfa,15592,község,Somogy,Barcs,140 0,1508,231,136
Pátroha,12186,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,3922,2927,1017
Patvarc,33880,község,Nógrád,Balassagyarmat,116 0,784,680,283
Páty,15024,község,Pest,Budakeszi,123 0,3930,7075,2469
Pátyod,23685,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,909,663,286
Pázmánd,21786,község,Fejér,Gárdony,080 0,2714,2157,911
Pázmándfalu,12715,község,Győr-Moson-Sopron,Pannonhalma,090 0,1939,1010,424
Pécel,04057,város,Pest,Gödöllő,128 0,4362,15358,5556
Pecöl,14988,község,Vas,Sárvár,179 0,1731,804,306
Pécs,19415,megyeszékhely,Baranya,Pécs,028 1,16277,145985,72450
Pécsbagota,21519,község,Baranya,Szentlőrinc,032 0,607,99,44
Pécsdevecser,15389,község,Baranya,Siklós,031 0,474,112,48
Pécsely,22451,község,Veszprém,Balatonfüred,185 0,2000,538,221
Pécsudvard,21096,község,Baranya,Pécs,028 0,843,759,280
Pécsvárad,10825,város,Baranya,Pécsvárad,029 1,3603,4026,1523
Pellérd,16115,község,Baranya,Pécs,028 0,2093,2272,738
Pély,19567,község,Heves,Heves,108 0,9034,1359,663
Penc,18689,község,Pest,Vác,138 0,2134,1524,538
Penészlek,17084,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,3690,1037,484
Pénzesgyőr,15547,község,Veszprém,Zirc,192 0,1765,337,143
Penyige,32692,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1886,712,281
Pér,15529,község,Győr-Moson-Sopron,Győr,087 0,3148,2373,974
Perbál,28185,község,Pest,Budakeszi,123 0,2566,2030,718
Pere,24420,község,Borsod-Abaúj-Zemplén,Gönc,057 0,953,340,161
Perecse,32683,község,Borsod-Abaúj-Zemplén,Encs,056 0,1254,27,34
Pereked,12867,község,Baranya,Pécs,028 0,674,148,75
Perenye,13684,község,Vas,Szombathely,181 0,1622,643,233
Peresznye,08882,község,Vas,Kőszeg,178 0,1073,826,199
Pereszteg,23773,község,Győr-Moson-Sopron,Sopron,091 0,2256,1449,528
Perkáta,19354,nagyközség,Fejér,Dunaújváros,078 0,7450,3876,1554
Perkupa,33419,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1940,812,366
Perőcsény,04181,község,Pest,Szob,137 0,4136,291,202
Peterd,32425,község,Baranya,Siklós,031 0,1060,196,93
Péterhida,29197,község,Somogy,Barcs,140 0,1162,147,103
Péteri,21847,község,Pest,Monor,130 0,1189,2183,827
Pétervására,12070,város,Heves,Pétervására,109 1,3387,2172,908
Pétfürdő,34254,nagyközség,Veszprém,Várpalota,190 0,1732,4745,1953
Pethőhenye,05704,község,Zala,Zalaegerszeg,197 0,887,424,183
Petneháza,17224,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,148 0,2420,1732,676
Petőfibánya,33686,község,Heves,Hatvan,107 0,1110,2584,1370
Petőfiszállás,15431,község,Bács-Kiskun,Kiskunfélegyháza,040 0,6779,1453,779
Petőháza,22831,község,Győr-Moson-Sopron,Sopron,091 0,264,1036,430
Petőmihályfa,11572,község,Vas,Vasvár,182 0,995,209,104
Petrikeresztúr,19178,község,Zala,Zalaegerszeg,197 0,877,365,179
Petrivente,30757,község,Zala,Letenye,195 0,765,338,132
Pettend,29762,község,Baranya,Szigetvár,033 0,597,153,49
Piliny,11590,község,Nógrád,Szécsény,121 0,1604,602,280
Pilis,09821,város,Pest,Monor,130 0,4735,11489,4525
Pilisborosjenő,29601,község,Pest,Pilisvörösvár,133 0,925,3571,1332
Piliscsaba,07144,város,Pest,Pilisvörösvár,133 0,2555,8053,2891
Piliscsév,21874,község,Komárom-Esztergom,Esztergom,110 0,2491,2338,919
Pilisjászfalu,34148,község,Pest,Pilisvörösvár,133 0,696,1563,518
Pilismarót,14669,község,Komárom-Esztergom,Esztergom,110 0,4459,1975,763
